"desig","details","org","loc","keyskills","date","expLow","expHigh","salLow","job"
"Business Development Manager - Logistics Industry only","Business Development Manager - Logistics Industry only","Axe Bpo Services Private Limited","Chennai(Tiruvanmiyur)","Business Development Management- Sales- Lead Generation- Cold Calling...","2018-03-21",5.0,7.0,500000.0,"BD"
"Business Development Manager - Staffing","Business Development Manager - Staffing","amIT Global Solutions Pvt Ltd","Chennai(Nandanam)","lead generation- sales presentations- cold calling- marketing- new business...","2018-03-26",5.0,10.0,0.0,"BD"
"Marketing & Business Development Executive","Marketing & Business Development Executive","Enhanced Wapp Systems (I) Pvt. Ltd.","Gurgaon","SEO- Search Engine Marketing- PPC- SEM- Google Analytics...","2018-03-21",2.0,4.0,300000.0,"BD"
"BDE/ Sr. BDE/ Assistant Manager/ Manager/ GM (business Development)","BDE/ Sr. BDE/ Assistant Manager/ Manager/ GM (business Development)","Investors Clinic Infratech Pvt. Ltd","Noida(Sector-126 Noida)","sales- marketing- revenue generation- business development...","2018-03-27",0.0,5.0,0.0,"BD"
"Business Development Manager (mobility)","Business Development Manager (mobility)","PeopleStrong HR Services Pvt. Ltd.","Noida","Business Development Management- Sales- Marketing- Alliances- Strategy...","2018-03-30",8.0,13.0,0.0,"BD"
"Senior Business Analyst / AM - SAS Model Development / Validation","Senior Business Analyst / AM - SAS Model Development / Validation","Premium","Delhi NCR- Gurgaon","Senior Business Analyst- Statistics- SAS Model Development- SAS- Validation...","2018-04-02",3.0,7.0,0.0,"BD"
"Sales Engineer","Sales Engineer","Sahajanand Laser Technology Ltd.","Vadodara","sales engineering- business development- marketing- lead generation...","2018-04-05",2.0,4.0,0.0,"BD"
"Mega Walk in For Tele Marketing Executive in Sulekha","Mega Walk in For Tele Marketing Executive in Sulekha","Sulekha.com New Media Private Limited","Chennai","Lead Generation- Sales- business development- Telecalling- Telemarketing...","2018-04-05",1.0,6.0,0.0,"BD"
"Business Development Executive & Sr. Executive for Staffing Company","Business Development Executive & Sr. Executive for Staffing Company","CONFIDENTIAL","Chandigarh- Mohali","Marketing- Sales- Business Development Management- IT Recruitment...","2018-03-13",0.0,4.0,0.0,"BD"
"Business Development Executive","Business Development Executive","Froiden - Startup","Jaipur","Business Development- Post Sales- Presales- Marketing- Lead Generation...","2018-03-20",1.0,3.0,0.0,"BD"
"Magneto Environmental Grouppe - Manager - Business Development","Magneto Environmental Grouppe - Manager - Business Development","Magneto Environment","Delhi","Business Development Management- Corporate Sales- Product Marketing...","2018-03-21",10.0,14.0,0.0,"BD"
"Business Development Executive","Business Development Executive","Mayflower Language Services Private Limited","Bengaluru(Infantry Road)","Business Development- Sales Initiatives- Marketing- Lead Generation- Market...","2018-03-20",2.0,3.0,300000.0,"BD"
"Senior Business Development Executive","Senior Business Development Executive","Infostretch Corporation (India) Pvt. Ltd","Ahmedabad","Outbound Sales- Business Development- Marketing- Cold Calling...","2018-03-20",3.0,6.0,0.0,"BD"
"Business Development Executive / Manager","Business Development Executive / Manager","E2E Excite Marketing  Training services i Pvt ltd","Bengaluru- Coimbatore","new business development- lead generation- client acquisition...","2018-03-20",2.0,5.0,0.0,"BD"
"Business Development Executive","Business Development Executive","M/s. CDP (I) Pvt. Ltd.","Mumbai(Lower Parel)","Business Development- Sales Strategy- Lead Qualification- Marketing...","2018-03-20",2.0,5.0,250000.0,"BD"
"Sales Executive Business Development Executive IT Sales Executive","Sales Executive Business Development Executive IT Sales Executive","WTM IT Limited","Mumbai- Pune- Navi Mumbai","business development- it sales- lead generation- cold calling...","2018-03-07",0.0,5.0,125000.0,"BD"
"Business Development Executive","Business Development Executive","Techture Structures Pvt. Ltd.","Nagpur- Indore","business development- lead generation- cold calling- sales- marketing...","2018-03-19",1.0,6.0,275000.0,"BD"
"Opening for Telesales/customer Service/assist. Manager BD","Opening for Telesales/customer Service/assist. Manager BD","Credit Sudhaar Services Pvt Ltd","Mumbai","Inside Sales- Product Marketing- Business Development Management- Finance...","2018-03-19",1.0,6.0,125000.0,"BD"
"Sales/business Development Manager","Sales/business Development Manager","Satori Creatives LLP","Chennai(Alwarpet)","Sales Strategy- Direct Marketing- Business Development- Advertising...","2018-03-19",1.0,3.0,250000.0,"BD"
"Marketing Executive / Business Development Executive","Marketing Executive / Business Development Executive","Hi-Tech Company Software Solutions Chennai Pvt Ltd","Chennai","Business Development- Sales- Lead Generation- Marketing- Follow Ups...","2018-03-17",3.0,8.0,0.0,"BD"
"Business Development Manager Preferred Female","Business Development Manager Preferred Female","Scintilla Kreations Pvt Ltd","Hyderabad(Srinagar Colony+1)","business development management- sales- marketing strategy- lead generation...","2018-03-08",4.0,5.0,0.0,"BD"
"Manager- BD ( Pipes Industry)| GIGA Pipe Systems India LLP","Manager- BD ( Pipes Industry)| GIGA Pipe Systems India LLP","KK SPUN INDIA LIMITED","Faridabad","product sales- marketing planning- brand building- sales development...","2018-03-16",5.0,10.0,600000.0,"BD"
"Sales & Business Development Manager","Sales & Business Development Manager","6 W research","Delhi NCR(Netaji Subhash Place)","business development management- marketing- sales- new business...","2018-03-16",0.0,5.0,150000.0,"BD"
"Business Development Executive","Business Development Executive","Elebird Creatives LLP","Bengaluru(5th block Koramangala)","Business Development- Sales- Lead Generation- Business Generation...","2018-03-16",1.0,4.0,150000.0,"BD"
"Business Development AND Account Manager","Business Development AND Account Manager","Jayatram Business Solution","Mumbai","New Business Development- Sales- Lead Generation- Team Management- Closure-...","2018-03-27",2.0,4.0,0.0,"BD"
"Business Development Manager","Business Development Manager","Wellspring Healthcare Pvt. Ltd.","Mumbai Suburbs- Navi Mumbai","sales promotion- corporate sales- sales marketing- retail sales- b2c...","2018-03-23",5.0,8.0,550000.0,"BD"
"Assistant Manager Business Development","Assistant Manager Business Development","HealthCubed India Private Limited","Delhi NCR","Business Development Management- Marketing- Lead Generation...","2018-03-20",3.0,5.0,0.0,"BD"
"Immediate Hiring for Business Development Executive @ Damati Plastics","Immediate Hiring for Business Development Executive @ Damati Plastics","Damati Plastics","Mumbai(Linking Road)","business development- marketing communication- post sales- lead generation-...","2018-03-13",0.0,5.0,0.0,"BD"
"Trainee / Junior - Business Development Executive | US Based MNC | Chn","Trainee / Junior - Business Development Executive | US Based MNC | Chn","CES Ltd.","Chennai(Navalur)","Business Development- New Client Acquisition- Lead Generation- Mba Fresher-...","2018-03-13",0.0,1.0,0.0,"BD"
"Sales & Business Development Manager","Sales & Business Development Manager","Cosmolance Tech Pvt. Ltd.","Noida(Sector-142 Noida)","Business Development Management- Marketing Initiatives- Corporate Sales...","2018-03-13",0.0,5.0,0.0,"BD"
"Business Development Manager","Business Development Manager","Allied Design Associates","Mumbai(Prabhadevi)","business development management- sales- direct marketing- lead generation...","2018-03-13",0.0,3.0,0.0,"BD"
"Assistant Business Development Manager","Assistant Business Development Manager","Manya Education Pvt. Ltd.","Kolkata","business development management- marketing- btl- client retention...","2018-03-13",4.0,6.0,0.0,"BD"
"Senior Business Development Executive","Senior Business Development Executive","Oriences Technology Services","Pune","Business Development Management- Sales Process- Marketing- Lead Generation-...","2018-03-13",1.0,5.0,100000.0,"BD"
"Business Development Executive/ Manager  1-5 Years -software Sales","Business Development Executive/ Manager  1-5 Years -software Sales","Lobotus Technology Pvt Ltd","Bengaluru","Business Development- Marketing- Software Sales- Lead Generation...","2018-03-12",1.0,5.0,100000.0,"BD"
"Business Development - IT Sales","Business Development - IT Sales","Resemble Systems India Pvt Ltd","Bengaluru","Software Sales- Marketing- Demand Generation- Selling- Market Analysis- CRM...","2018-03-12",0.0,0.0,0.0,"BD"
"Business Development Associate","Business Development Associate","BOI AXA Investment Managers Pvt Ltd","Lucknow","Sales- Mutual Funds- Amfi- Marketing- NISM- Banking- Business Development...","2018-03-28",1.0,6.0,200000.0,"BD"
"Business Development Associate","Business Development Associate","BOI AXA Investment Managers Pvt Ltd","Mumbai- Bhuj- Rajkot","Sales- Mutual Funds- Amfi- Marketing- NISM- Banking- Business Development...","2018-03-28",1.0,6.0,200000.0,"BD"
"Business Development Manager","Business Development Manager","Raaga Mayuri Builders","Hyderabad(Jubilee Hills)","business development management- marketing- lead generation...","2018-03-15",6.0,11.0,325000.0,"BD"
"Vice President  Marketing & Business Development","Vice President  Marketing & Business Development","Udaipur Mineral Development Syndicate Pvt. Ltd.","Jaipur","business plan development- profit centre operations- competitor analysis...","2018-03-12",10.0,15.0,800000.0,"BD"
"Business Development Executive","Business Development Executive","Five Exceptions Software Solutions Pvt Ltd.","Indore","business development- proposals- social media...","2018-03-28",1.0,3.0,0.0,"BD"
"Business Development Manager (b2b)","Business Development Manager (b2b)","Thyrocare Technologies Ltd.","Navi Mumbai","Business Development Management- Marketing- Client Acquisition- B2B...","2018-03-28",12.0,17.0,1800000.0,"BD"
"Senior Business Development Manager","Senior Business Development Manager","Singh & Associates","Delhi NCR","Marketing Campaigns- Business Development Management- Internal Branding...","2018-03-27",6.0,11.0,0.0,"BD"
"Business Development Executive","Business Development Executive","Elevate Building Solutions LLP","Mumbai(Matunga)- Thane","Sales- Business Development- Construction- Building Material...","2018-03-28",0.0,3.0,0.0,"BD"
"Manager - Marketing & Business Development - IIM/ MDI/ ISB/ FMS","Manager - Marketing & Business Development - IIM/ MDI/ ISB/ FMS","Singh & Associates","Delhi NCR- Gurgaon","Marketing Campaigns- Internal Branding- Business Development- Publicity...","2018-03-28",5.0,10.0,0.0,"BD"
"Business Development ( B2B- IT Services & Software Sales)","Business Development ( B2B- IT Services & Software Sales)","Finoit Technologies I Pvt. Ltd.","Noida","business development- Business Development Manager...","2018-03-28",1.0,4.0,300000.0,"BD"
"Business Development Manager","Business Development Manager","Interiors Info Ecommerce LLP","Mumbai","field sales- commercial marketing- business development management- b2c...","2018-03-26",11.0,15.0,0.0,"BD"
"Opening for Business Development Executive - New Product and Service","Opening for Business Development Executive - New Product and Service","Gaea Technologies India Pvt. Limited","Bengaluru","Sales- Business Development- Marketing Initiatives- Customer Acquisition...","2018-03-28",7.0,12.0,0.0,"BD"
"Business Development Manager","Business Development Manager","Interiors Info Ecommerce LLP","Mumbai","field sales- commercial marketing- business development management- b2c...","2018-03-26",5.0,10.0,0.0,"BD"
"Business Development Executive","Business Development Executive","Sagacity Softwares Pvt Ltd.","Pune","business development- sales lead generation- cold calling- inside sales...","2018-03-28",0.0,2.0,0.0,"BD"
"Senior Manager - Business Development - IIM/ MDI /ISB","Senior Manager - Business Development - IIM/ MDI /ISB","Singh & Associates","Delhi NCR","Marketing Campaigns- Business Development Management- Internal Branding...","2018-03-28",6.0,9.0,0.0,"BD"
